Time,Balance Before,Balance After,Profit,Action
2022-08-10 15:20:12,1 228.02,1 230.85,+2.83,"Close long position for symbol BYBIT:APEUSDT at price 7.150 for 160 shares. Position AVG Price was 7.132333, currency: USDT, rate: 1.000210, last updated rate on 2022-08-10T12:06:07Z, point value: 1.000000"
2022-08-10 15:19:22,1 234.82,1 228.02,-6.80,"Close short position for symbol BYBIT:APEUSDT at price 7.126 for 80 shares. Position AVG Price was 7.041000, currency: USDT, rate: 1.000210, last updated rate on 2022-08-10T12:06:07Z, point value: 1.000000"
2022-08-10 15:19:13,1 240.27,1 234.82,-5.44,"Close short position for symbol BYBIT:APEUSDT at price 7.109 for 80 shares. Position AVG Price was 7.041000, currency: USDT, rate: 1.000210, last updated rate on 2022-08-10T12:06:07Z, point value: 1.000000"
2022-08-10 13:05:14,1 239.07,1 240.27,+1.20,"Close short position for symbol BYBIT:APEUSDT at price 6.754 for 80 shares. Position AVG Price was 6.769000, currency: USDT, rate: 1.000300, last updated rate on 2022-08-10T10:06:03Z, point value: 1.000000"
2022-08-10 12:51:12,1 236.58,1 239.07,+2.48,"Close short position for symbol BYBIT:APEUSDT at price 6.738 for 80 shares. Position AVG Price was 6.769000, currency: USDT, rate: 1.000300, last updated rate on 2022-08-10T10:06:03Z, point value: 1.000000"
2022-08-10 11:59:34,1 241.15,1 236.58,-4.56,"Close short position for symbol BYBIT:APEUSDT at price 6.786 for 160 shares. Position AVG Price was 6.757500, currency: USDT, rate: 1.000280, last updated rate on 2022-08-10T09:04:00Z, point value: 1.000000"
2022-08-10 11:47:55,1 243.31,1 241.15,-2.16,"Close short position for symbol BYBIT:APEUSDT at price 6.758 for 160 shares. Position AVG Price was 6.744500, currency: USDT, rate: 1.000280, last updated rate on 2022-08-10T09:04:00Z, point value: 1.000000"
2022-08-10 11:31:31,1 242.11,1 243.31,+1.20,"Close short position for symbol BYBIT:APEUSDT at price 6.761 for 160 shares. Position AVG Price was 6.768500, currency: USDT, rate: 1.000280, last updated rate on 2022-08-10T09:04:00Z, point value: 1.000000"
2022-08-10 11:17:48,1 244.99,1 242.11,-2.88,"Close short position for symbol BYBIT:APEUSDT at price 6.783 for 160 shares. Position AVG Price was 6.765000, currency: USDT, rate: 1.000280, last updated rate on 2022-08-10T09:04:00Z, point value: 1.000000"
2022-08-10 11:04:03,1 244.51,1 244.99,+0.48,"Close short position for symbol BYBIT:APEUSDT at price 6.784 for 80 shares. Position AVG Price was 6.790000, currency: USDT, rate: 1.000160, last updated rate on 2022-08-10T08:07:00Z, point value: 1.000000"
2022-08-10 10:51:20,1 242.43,1 244.51,+2.08,"Close long position for symbol BYBIT:APEUSDT at price 6.781 for 40 shares. Position AVG Price was 6.729000, currency: USDT, rate: 1.000160, last updated rate on 2022-08-10T08:07:00Z, point value: 1.000000"
2022-08-10 10:50:10,1 240.47,1 242.43,+1.96,"Close long position for symbol BYBIT:APEUSDT at price 6.778 for 40 shares. Position AVG Price was 6.729000, currency: USDT, rate: 1.000160, last updated rate on 2022-08-10T08:07:00Z, point value: 1.000000"
2022-08-10 10:43:38,1 238.31,1 240.47,+2.16,"Close long position for symbol BYBIT:APEUSDT at price 6.756 for 80 shares. Position AVG Price was 6.729000, currency: USDT, rate: 1.000160, last updated rate on 2022-08-10T08:07:00Z, point value: 1.000000"
2022-08-10 10:21:18,1 238.47,1 238.31,-0.16,"Close short position for symbol BYBIT:APEUSDT at price 6.706 for 160 shares. Position AVG Price was 6.705000, currency: USDT, rate: 1.000160, last updated rate on 2022-08-10T08:07:00Z, point value: 1.000000"
2022-08-10 08:48:30,1 240.55,1 238.47,-2.08,"Close short position for symbol BYBIT:APEUSDT at price 6.711 for 80 shares. Position AVG Price was 6.685000, currency: USDT, rate: 1.000360, last updated rate on 2022-08-10T06:04:00Z, point value: 1.000000"
2022-08-09 16:08:44,1 235.26,1 240.55,+5.29,"Close short position for symbol BYBIT:APEUSDT at price 6.812 for 30 shares. Position AVG Price was 6.988333, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 16:07:55,1 231.11,1 235.26,+4.15,"Close short position for symbol BYBIT:APEUSDT at price 6.850 for 30 shares. Position AVG Price was 6.988333, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 16:01:44,1 226.46,1 231.11,+4.64,"Close short position for symbol BYBIT:APEUSDT at price 6.911 for 60 shares. Position AVG Price was 6.988333, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:59:16,1 222.58,1 226.46,+3.88,"Close short position for symbol BYBIT:APEUSDT at price 6.956 for 120 shares. Position AVG Price was 6.988333, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:53:35,1 225.22,1 222.58,-2.64,"Close long position for symbol BYBIT:APEUSDT at price 7.045 for 160 shares. Position AVG Price was 7.061500, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:51:34,1 228.02,1 225.22,-2.80,"Close long position for symbol BYBIT:APEUSDT at price 7.065 for 160 shares. Position AVG Price was 7.082500, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:42:06,1 230.75,1 228.02,-2.72,"Close short position for symbol BYBIT:APEUSDT at price 7.099 for 160 shares. Position AVG Price was 7.082000, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:36:46,1 231.15,1 230.75,-0.40,"Close long position for symbol BYBIT:APEUSDT at price 7.082 for 160 shares. Position AVG Price was 7.084500, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 15:31:10,1 232.11,1 231.15,-0.96,"Close long position for symbol BYBIT:APEUSDT at price 7.072 for 80 shares. Position AVG Price was 7.084000, currency: USDT, rate: 1.000170, last updated rate on 2022-08-09T13:07:01Z, point value: 1.000000"
2022-08-09 14:05:26,1 233.95,1 232.11,-1.84,"Close short position for symbol BYBIT:APEUSDT at price 7.056 for 80 shares. Position AVG Price was 7.033000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 14:00:13,1 234.99,1 233.95,-1.04,"Close long position for symbol BYBIT:APEUSDT at price 7.033 for 80 shares. Position AVG Price was 7.046000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 13:58:11,1 232.75,1 234.99,+2.24,"Close short position for symbol BYBIT:APEUSDT at price 7.046 for 80 shares. Position AVG Price was 7.074000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 13:49:18,1 227.95,1 232.75,+4.80,"Close short position for symbol BYBIT:APEUSDT at price 7.014 for 80 shares. Position AVG Price was 7.074000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 13:41:20,1 227.31,1 227.95,+0.64,"Close long position for symbol BYBIT:APEUSDT at price 7.074 for 160 shares. Position AVG Price was 7.070000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 13:26:20,1 227.39,1 227.31,-0.08,"Close long position for symbol BYBIT:APEUSDT at price 7.062 for 160 shares. Position AVG Price was 7.062500, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T11:09:03Z, point value: 1.000000"
2022-08-09 13:04:38,1 230.35,1 227.39,-2.96,"Close short position for symbol BYBIT:APEUSDT at price 7.069 for 160 shares. Position AVG Price was 7.050500, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T10:09:00Z, point value: 1.000000"
2022-08-09 12:59:19,1 232.59,1 230.35,-2.24,"Close long position for symbol BYBIT:APEUSDT at price 7.039 for 80 shares. Position AVG Price was 7.067000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T10:09:00Z, point value: 1.000000"
2022-08-09 12:42:41,1 232.15,1 232.59,+0.44,"Close short position for symbol BYBIT:APEUSDT at price 7.043 for 60 shares. Position AVG Price was 7.050333, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T10:09:00Z, point value: 1.000000"
2022-08-09 12:41:19,1 231.29,1 232.15,+0.86,"Close short position for symbol BYBIT:APEUSDT at price 7.036 for 60 shares. Position AVG Price was 7.050333, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T10:09:00Z, point value: 1.000000"
2022-08-09 12:31:35,1 229.25,1 231.29,+2.04,"Close short position for symbol BYBIT:APEUSDT at price 7.038 for 40 shares. Position AVG Price was 7.089000, currency: USDT, rate: 1.000060, last updated rate on 2022-08-09T10:09:00Z, point value: 1.000000"
2022-08-09 11:59:31,1 224.12,1 229.25,+5.12,"Close short position for symbol BYBIT:APEUSDT at price 7.092 for 80 shares. Position AVG Price was 7.156000, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:55:01,1 219.08,1 224.12,+5.04,"Close short position for symbol BYBIT:APEUSDT at price 7.093 for 80 shares. Position AVG Price was 7.156000, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:43:23,1 215.08,1 219.08,+4.00,"Close short position for symbol BYBIT:APEUSDT at price 7.132 for 80 shares. Position AVG Price was 7.182000, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:41:16,1 215.64,1 215.08,-0.56,"Close long position for symbol BYBIT:APEUSDT at price 7.182 for 160 shares. Position AVG Price was 7.185500, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:32:42,1 215.20,1 215.64,+0.44,"Close short position for symbol BYBIT:APEUSDT at price 7.183 for 120 shares. Position AVG Price was 7.186667, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:22:27,1 213.16,1 215.20,+2.04,"Close short position for symbol BYBIT:APEUSDT at price 7.195 for 40 shares. Position AVG Price was 7.246000, currency: USDT, rate: 1.000250, last updated rate on 2022-08-09T09:06:17Z, point value: 1.000000"
2022-08-09 11:07:26,1 210.08,1 213.16,+3.08,"Close short position for symbol BYBIT:APEUSDT at price 7.247 for 120 shares. Position AVG Price was 7.272667, currency: USDT, rate: 1.000260, last updated rate on 2022-08-09T08:08:13Z, point value: 1.000000"
2022-08-09 10:46:43,1 206.28,1 210.08,+3.80,"Close short position for symbol BYBIT:APEUSDT at price 7.241 for 120 shares. Position AVG Price was 7.272667, currency: USDT, rate: 1.000260, last updated rate on 2022-08-09T08:08:13Z, point value: 1.000000"
2022-08-09 10:37:14,1 207.88,1 206.28,-1.60,"Close long position for symbol BYBIT:APEUSDT at price 7.269 for 160 shares. Position AVG Price was 7.279000, currency: USDT, rate: 1.000260, last updated rate on 2022-08-09T08:08:13Z, point value: 1.000000"
2022-08-08 22:08:26,1 210.44,1 207.88,-2.56,"Close short position for symbol BYBIT:APEUSDT at price 7.334 for 160 shares. Position AVG Price was 7.318000, currency: USDT, rate: 1.000290, last updated rate on 2022-08-08T19:08:06Z, point value: 1.000000"
2022-08-08 21:26:48,1 212.52,1 210.44,-2.08,"Close short position for symbol BYBIT:APEUSDT at price 7.310 for 160 shares. Position AVG Price was 7.297000, currency: USDT, rate: 1.000290, last updated rate on 2022-08-08T19:08:06Z, point value: 1.000000"
2022-08-08 20:07:23,1 213.56,1 212.52,-1.04,"Close short position for symbol BYBIT:APEUSDT at price 7.328 for 80 shares. Position AVG Price was 7.315000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T17:09:09Z, point value: 1.000000"
2022-08-08 20:04:45,1 217.48,1 213.56,-3.92,"Close long position for symbol BYBIT:APEUSDT at price 7.318 for 160 shares. Position AVG Price was 7.342500, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T17:09:09Z, point value: 1.000000"
2022-08-08 19:40:38,1 217.32,1 217.48,+0.16,"Close long position for symbol BYBIT:APEUSDT at price 7.332 for 80 shares. Position AVG Price was 7.330000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T17:09:09Z, point value: 1.000000"
2022-08-08 19:36:39,1 216.92,1 217.32,+0.40,"Close long position for symbol BYBIT:APEUSDT at price 7.328 for 80 shares. Position AVG Price was 7.323000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T17:09:09Z, point value: 1.000000"
2022-08-08 19:20:55,1 216.92,1 216.92,0.00,"Close long position for symbol BYBIT:APEUSDT at price 7.321 for 80 shares. Position AVG Price was 7.321000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T17:09:09Z, point value: 1.000000"
2022-08-08 18:49:44,1 214.60,1 216.92,+2.32,"Close long position for symbol BYBIT:APEUSDT at price 7.298 for 80 shares. Position AVG Price was 7.269000, currency: USDT, rate: 1.000090, last updated rate on 2022-08-08T16:08:28Z, point value: 1.000000"
2022-08-08 18:32:25,1 212.64,1 214.60,+1.96,"Close short position for symbol BYBIT:APEUSDT at price 7.259 for 40 shares. Position AVG Price was 7.308000, currency: USDT, rate: 1.000090, last updated rate on 2022-08-08T16:08:28Z, point value: 1.000000"
2022-08-08 18:20:47,1 210.12,1 212.64,+2.52,"Close short position for symbol BYBIT:APEUSDT at price 7.245 for 40 shares. Position AVG Price was 7.308000, currency: USDT, rate: 1.000090, last updated rate on 2022-08-08T16:08:28Z, point value: 1.000000"
2022-08-08 18:08:34,1 207.96,1 210.12,+2.16,"Close short position for symbol BYBIT:APEUSDT at price 7.281 for 80 shares. Position AVG Price was 7.308000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T15:09:11Z, point value: 1.000000"
2022-08-08 18:01:31,1 208.12,1 207.96,-0.16,"Close long position for symbol BYBIT:APEUSDT at price 7.304 for 160 shares. Position AVG Price was 7.305000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T15:09:11Z, point value: 1.000000"
2022-08-08 17:42:59,1 205.08,1 208.12,+3.04,"Close short position for symbol BYBIT:APEUSDT at price 7.290 for 40 shares. Position AVG Price was 7.366000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T15:09:11Z, point value: 1.000000"
2022-08-08 17:39:08,1 202.00,1 205.08,+3.08,"Close short position for symbol BYBIT:APEUSDT at price 7.289 for 40 shares. Position AVG Price was 7.366000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T15:09:11Z, point value: 1.000000"
2022-08-08 17:26:39,1 200.00,1 202.00,+2.00,"Close short position for symbol BYBIT:APEUSDT at price 7.341 for 80 shares. Position AVG Price was 7.366000, currency: USDT, rate: 1.000080, last updated rate on 2022-08-08T15:09:11Z, point value: 1.000000"